applicant_id,education_level,experience_years,skills_score,certifications,interview_score,gender,age,ethnicity,ai_assessment_score,previous_company_reputation,target,ai_confidence
1515,PhD,8,69.17,1,6.7,Female,32,Group_D,63.29,2,1,0.941
1516,Masters,10,68.78,1,5.8,Female,35,Group_A,73.23,2,1,0.956
1517,High School,18,85.13,0,8.0,Male,53,Group_C,96.76,3,1,0.884
1518,High School,1,76.31,2,8.0,Male,37,Group_B,77.99,2,1,0.983
1519,PhD,5,59.76,1,6.4,Male,50,Group_C,50.59,2,1,0.908
1520,Bachelors,20,88.54,4,7.8,Female,59,Group_B,91.89,4,1,0.966
1521,Masters,0,82.21,1,7.6,Female,55,Group_A,88.23,4,1,0.94
1522,Masters,2,75.82,2,8.9,Male,47,Group_D,69.75,2,1,0.939
1523,Bachelors,2,67.74,0,7.4,Male,26,Group_B,71.21,2,1,0.965
1524,High School,13,60.41,0,8.5,Male,40,Group_B,64.73,4,1,0.957
1525,High School,19,66.28,2,8.0,Male,49,Group_C,68.55,4,1,0.977
1526,High School,4,80.89,0,9.5,Male,49,Group_A,80.27,3,1,0.994
1527,High School,16,88.85,4,7.2,Male,38,Group_A,98.45,4,1,0.904
1528,Bachelors,14,85.43,1,9.5,Female,58,Group_A,85.03,4,1,0.996
1529,High School,5,65.11,0,6.4,Female,40,Group_C,57.69,2,1,0.926
1530,High School,13,58.8,0,5.2,Male,48,Group_C,51.68,4,1,0.929
1531,Bachelors,13,71.41,0,7.3,Male,33,Group_A,81.98,3,1,0.894
1532,Bachelors,16,52.32,4,6.4,Male,24,Group_A,60.64,4,1,0.917
1533,Bachelors,7,73.23,3,7.9,Male,25,Group_B,76.17,4,1,0.971
1534,Bachelors,7,68.52,1,5.8,Female,32,Group_C,66.32,3,1,0.978
1535,Bachelors,18,65.34,2,7.4,Female,55,Group_B,62.69,5,1,0.973
1536,PhD,8,54.05,1,4.6,Male,39,Group_B,50.85,2,1,0.968
1537,High School,10,75.14,2,7.8,Male,56,Group_A,76.61,4,1,0.985
1538,High School,12,64.67,1,6.1,Male,39,Group_B,57.2,4,1,0.925
1539,Masters,12,58.3,3,5.6,Male,27,Group_A,59.35,3,1,0.989
1540,Bachelors,18,41.28,0,5.0,Female,55,Group_A,40.8,3,1,0.995
1541,Masters,20,69.72,0,5.7,Male,54,Group_A,76.64,4,1,0.931
1542,Bachelors,18,87.72,0,10.0,Female,29,Group_B,87.52,5,1,0.998
1543,Masters,4,86.61,4,6.5,Female,41,Group_A,93.12,3,1,0.935
1544,PhD,15,65.43,2,5.8,Male,41,Group_B,74.08,3,1,0.914
1545,Bachelors,8,63.98,0,6.8,Male,39,Group_B,71.47,4,1,0.925
1546,High School,19,74.69,2,8.2,Female,48,Group_C,77.04,4,1,0.976
1547,Masters,2,60.02,2,5.9,Male,26,Group_B,63.35,3,1,0.967
1548,Masters,18,73.02,3,7.2,Male,28,Group_A,74.01,5,1,0.99
1549,Masters,4,77.66,3,8.3,Male,43,Group_D,83.61,1,1,0.94
1550,High School,7,82.27,1,7.9,Female,55,Group_A,93.19,3,1,0.891
1551,Masters,13,69.0,1,8.6,Male,34,Group_B,72.47,3,1,0.965
1552,High School,2,67.96,1,7.8,Female,53,Group_D,77.55,1,1,0.904
1553,Bachelors,12,61.22,0,7.2,Female,45,Group_B,53.59,2,1,0.924
1554,Bachelors,10,61.73,1,5.0,Female,37,Group_C,55.96,2,1,0.942
1555,Bachelors,7,67.74,1,6.7,Male,35,Group_A,75.8,3,1,0.919
1556,Masters,18,73.67,0,7.0,Female,28,Group_A,77.97,4,1,0.957
1557,Bachelors,9,79.14,2,6.7,Male,33,Group_B,88.74,3,1,0.904
1558,High School,17,61.97,1,6.6,Male,41,Group_B,63.48,4,1,0.985
1559,Masters,17,84.93,2,7.8,Female,54,Group_A,82.42,4,1,0.975
1560,PhD,6,67.29,5,7.5,Male,27,Group_A,70.96,4,1,0.963
1561,High School,15,69.79,2,5.7,Female,48,Group_B,62.12,3,1,0.923
1562,Bachelors,5,62.53,0,8.3,Male,34,Group_B,59.74,4,1,0.972
1563,Bachelors,15,45.76,3,3.5,Other,26,Group_D,50.62,3,0,0.951
1564,Bachelors,15,78.84,1,8.1,Female,45,Group_C,83.2,3,1,0.956
1565,Bachelors,0,77.37,0,8.7,Female,31,Group_C,79.18,2,1,0.982
1566,Bachelors,18,67.19,3,6.0,Male,53,Group_A,62.94,5,1,0.958
1567,High School,2,70.67,1,8.1,Male,30,Group_A,72.78,3,1,0.979
1568,PhD,5,75.16,1,6.0,Female,56,Group_A,71.14,2,1,0.96
1569,Bachelors,3,54.37,3,7.2,Female,33,Group_B,60.26,2,1,0.941
1570,Bachelors,3,64.71,0,6.5,Male,32,Group_C,63.89,1,1,0.992
1571,Bachelors,3,77.94,5,7.1,Male,57,Group_D,74.36,2,1,0.964
1572,Bachelors,9,57.46,1,5.4,Male,29,Group_C,59.88,2,1,0.976
1573,Bachelors,8,72.94,1,8.3,Male,31,Group_A,74.57,2,1,0.984
1574,Bachelors,7,56.43,3,4.9,Male,35,Group_C,67.0,3,1,0.894
1575,Bachelors,18,74.66,1,6.6,Female,51,Group_B,70.99,3,1,0.963
1576,Bachelors,16,69.64,5,6.7,Male,22,Group_A,66.83,3,1,0.972
1577,High School,16,53.85,4,4.0,Male,33,Group_B,46.54,4,1,0.927
1578,Bachelors,0,81.65,1,10.0,Female,26,Group_B,81.49,3,1,0.998
1579,Masters,19,62.65,0,5.6,Male,35,Group_C,62.41,3,1,0.998
1580,High School,13,61.9,0,7.2,Female,57,Group_A,56.83,5,1,0.949
1581,High School,19,72.01,0,7.5,Female,38,Group_A,79.21,5,1,0.928
1582,Bachelors,10,81.49,1,7.0,Female,43,Group_A,87.6,4,1,0.939
1583,PhD,2,59.84,3,6.0,Female,52,Group_A,61.88,2,1,0.98
1584,Masters,7,70.62,2,8.0,Female,47,Group_D,77.44,2,1,0.932
1585,Bachelors,9,74.29,2,7.2,Male,34,Group_D,79.28,3,1,0.95
1586,PhD,16,76.93,0,9.1,Female,24,Group_D,72.82,5,1,0.959
1587,Bachelors,7,71.76,0,8.4,Female,32,Group_A,68.04,3,1,0.963
1588,PhD,0,66.33,2,7.7,Male,26,Group_A,74.27,2,1,0.921
1589,Bachelors,19,61.72,1,5.6,Male,59,Group_D,66.89,4,1,0.948
1590,Bachelors,20,70.86,3,5.8,Female,25,Group_D,71.71,5,1,0.992
1591,Bachelors,6,59.28,1,5.2,Female,53,Group_A,57.08,2,1,0.978
1592,Bachelors,8,40.79,2,4.3,Male,31,Group_C,46.12,2,0,0.947
1593,Bachelors,11,74.37,2,8.1,Female,31,Group_A,73.04,4,1,0.987
1594,Bachelors,8,79.04,4,5.3,Female,39,Group_D,78.53,2,1,0.995
1595,Bachelors,19,46.37,4,4.6,Female,44,Group_A,55.58,4,1,0.908
1596,Bachelors,2,59.9,4,6.2,Female,39,Group_D,56.6,1,1,0.967
1597,High School,3,76.19,1,7.3,Male,56,Group_A,72.12,3,1,0.959
1598,PhD,9,90.57,1,10.0,Female,24,Group_B,85.31,5,1,0.947
1599,Masters,3,70.21,3,7.5,Female,22,Group_A,77.6,2,1,0.926
1600,PhD,8,62.72,2,7.8,Female,38,Group_B,63.99,2,1,0.987
1601,Masters,0,68.17,2,6.6,Female,27,Group_B,67.53,2,1,0.994
1602,Masters,4,83.75,2,9.5,Male,32,Group_C,83.52,3,1,0.998
1603,Bachelors,8,63.54,2,8.3,Male,35,Group_A,69.18,3,1,0.944
1604,High School,4,62.01,1,7.8,Male,49,Group_C,59.41,2,1,0.974
1605,High School,5,65.17,1,5.2,Female,57,Group_A,69.32,2,1,0.959
1606,Bachelors,18,60.47,1,5.7,Female,32,Group_A,58.6,4,1,0.981
1607,Masters,7,71.23,1,6.7,Male,25,Group_B,68.6,2,1,0.974
1608,High School,9,86.25,6,9.2,Female,27,Group_A,85.37,4,1,0.991
1609,PhD,10,73.23,1,8.1,Female,59,Group_D,71.35,4,1,0.981
1610,Bachelors,12,67.48,4,5.7,Male,40,Group_C,69.46,2,1,0.98
1611,Masters,19,67.08,0,6.8,Male,52,Group_C,70.25,3,1,0.968
1612,High School,3,54.37,2,3.0,Male,23,Group_A,40.26,2,0,0.859
1613,Bachelors,10,78.83,1,9.6,Female,46,Group_A,77.13,2,1,0.983
1614,PhD,11,69.22,3,6.3,Female,32,Group_D,67.26,2,1,0.98
1615,Bachelors,4,68.2,1,6.9,Male,42,Group_A,81.23,1,1,0.87
1616,Bachelors,9,100.0,1,9.6,Male,24,Group_C,97.24,4,1,0.972
1617,High School,6,72.99,0,8.7,Female,23,Group_A,76.2,2,1,0.968
1618,High School,20,62.48,4,2.8,Female,32,Group_B,69.96,4,1,0.925
1619,Bachelors,8,65.74,4,6.6,Female,45,Group_C,59.17,2,1,0.934
1620,Bachelors,8,81.48,2,8.0,Male,45,Group_D,85.12,2,1,0.964
1621,Bachelors,9,71.13,0,6.6,Male,42,Group_A,72.3,3,1,0.988
1622,Bachelors,9,55.62,3,7.6,Female,46,Group_A,55.6,2,1,1.0
1623,High School,1,79.19,1,6.9,Male,25,Group_C,77.45,3,1,0.983
1624,Masters,3,63.32,1,7.3,Male,44,Group_A,64.92,1,1,0.984
1625,Masters,7,88.73,0,9.3,Female,45,Group_A,100.0,2,1,0.887
1626,High School,13,80.8,5,9.6,Other,42,Group_A,87.65,2,1,0.931
1627,Bachelors,16,65.53,4,5.8,Female,23,Group_B,71.04,3,1,0.945
1628,High School,12,82.81,2,7.4,Female,44,Group_C,85.27,3,1,0.975
1629,Masters,20,70.68,2,8.4,Male,36,Group_D,65.2,4,1,0.945
1630,Masters,17,78.53,3,8.4,Male,47,Group_A,84.47,4,1,0.941
1631,PhD,17,74.85,2,5.6,Male,47,Group_A,83.36,3,1,0.915
1632,Bachelors,12,61.54,3,5.5,Female,49,Group_B,57.27,4,1,0.957
1633,Bachelors,7,63.56,2,6.8,Male,47,Group_A,72.85,4,1,0.907
1634,High School,11,80.3,1,9.0,Female,23,Group_A,85.82,4,1,0.945
1635,Bachelors,20,66.65,1,5.9,Male,56,Group_B,78.21,4,1,0.884
1636,Bachelors,0,65.96,2,3.1,Female,53,Group_A,65.28,2,1,0.993
1637,High School,19,60.45,0,6.7,Male,51,Group_B,57.04,3,1,0.966
1638,Masters,17,74.24,1,6.0,Female,41,Group_D,72.43,4,1,0.982
1639,Bachelors,2,90.63,0,6.6,Male,34,Group_D,100.0,2,1,0.906
1640,Masters,11,59.32,0,2.5,Female,48,Group_B,50.18,2,1,0.909
1641,Bachelors,18,70.24,2,8.0,Male,44,Group_B,61.54,3,1,0.913
1642,PhD,12,84.12,3,8.6,Female,37,Group_B,84.57,4,1,0.996
1643,PhD,9,69.2,5,6.6,Female,52,Group_D,66.99,3,1,0.978
1644,PhD,14,74.52,2,9.1,Male,33,Group_D,76.84,3,1,0.977
1645,Masters,19,59.38,0,6.7,Female,54,Group_C,64.1,3,1,0.953
1646,Masters,1,74.28,3,9.4,Female,59,Group_B,71.52,1,1,0.972
1647,Bachelors,18,68.13,1,5.1,Female,53,Group_A,61.52,4,1,0.934
1648,High School,2,79.86,3,7.9,Female,23,Group_D,90.08,2,1,0.898
1649,Masters,13,81.87,1,6.2,Male,44,Group_D,79.02,4,1,0.971
1650,Masters,6,95.9,1,9.3,Male,53,Group_C,93.7,4,1,0.978
1651,PhD,7,75.8,1,7.3,Male,36,Group_B,83.16,4,1,0.926
1652,Bachelors,10,73.26,3,8.1,Other,29,Group_B,71.34,3,1,0.981
1653,Bachelors,19,71.94,2,7.2,Male,43,Group_A,77.22,4,1,0.947
1654,Masters,5,66.47,2,7.4,Female,59,Group_D,68.88,3,1,0.976
1655,PhD,10,73.38,2,8.2,Female,55,Group_D,78.8,3,1,0.946
1656,High School,16,67.05,1,9.3,Female,22,Group_A,67.0,4,1,1.0
1657,Bachelors,9,71.68,1,6.8,Male,31,Group_C,81.78,3,1,0.899
1658,Bachelors,16,83.18,1,7.2,Male,37,Group_A,75.26,4,1,0.921
1659,High School,20,59.93,0,6.3,Male,45,Group_B,67.17,5,1,0.928
1660,High School,1,81.4,2,7.2,Male,45,Group_A,81.27,3,1,0.999
1661,Bachelors,5,83.17,2,10.0,Male,35,Group_B,92.05,3,1,0.911
1662,Masters,4,68.82,3,6.5,Male,47,Group_A,73.79,3,1,0.95
1663,High School,3,48.78,2,4.2,Female,39,Group_A,46.72,1,0,0.979
1664,Bachelors,1,63.92,1,5.8,Male,41,Group_C,70.54,2,1,0.934
1665,Masters,11,82.97,0,9.2,Male,57,Group_A,93.55,3,1,0.894
1666,PhD,2,69.77,1,6.8,Male,45,Group_C,75.94,3,1,0.938
1667,PhD,5,60.01,2,5.2,Male,47,Group_B,57.82,2,1,0.978
1668,Bachelors,13,64.95,0,8.5,Male,50,Group_C,64.58,3,1,0.996
1669,PhD,7,78.41,2,6.8,Male,43,Group_D,81.87,4,1,0.965
1670,High School,20,75.47,1,7.6,Female,32,Group_A,77.1,4,1,0.984
1671,Masters,20,67.61,2,7.5,Male,32,Group_A,75.04,4,1,0.926
1672,Bachelors,13,66.33,3,4.7,Female,24,Group_A,57.7,3,1,0.914
1673,Bachelors,2,66.08,1,7.2,Male,42,Group_B,69.43,1,1,0.966
1674,Bachelors,15,60.78,0,4.8,Female,32,Group_A,62.01,3,1,0.988
1675,High School,14,86.15,4,9.6,Female,29,Group_B,81.96,4,1,0.958
1676,Masters,6,66.78,0,5.5,Female,52,Group_C,63.06,3,1,0.963
1677,Bachelors,14,82.17,3,9.0,Female,31,Group_B,81.1,4,1,0.989
1678,Bachelors,12,85.21,0,9.8,Male,27,Group_A,73.25,2,1,0.88
1679,High School,5,79.98,1,9.0,Male,38,Group_A,80.05,2,1,0.999
1680,Bachelors,14,65.68,1,6.9,Male,59,Group_A,65.18,2,1,0.995
1681,PhD,16,74.04,1,7.1,Male,28,Group_C,79.14,4,1,0.949
1682,Masters,3,69.76,3,6.3,Male,53,Group_A,71.83,2,1,0.979
1683,PhD,13,60.96,0,7.9,Female,34,Group_D,59.89,1,1,0.989
1684,Bachelors,14,73.24,0,6.5,Male,27,Group_B,83.24,5,1,0.9
1685,High School,11,58.21,1,4.6,Male,24,Group_B,65.68,1,1,0.925
1686,Bachelors,18,81.88,2,9.0,Male,48,Group_A,89.61,4,1,0.923
1687,Bachelors,9,65.35,3,5.6,Female,47,Group_B,62.85,3,1,0.975
1688,High School,5,72.01,4,6.1,Other,25,Group_D,74.73,2,1,0.973
1689,Masters,8,72.83,2,5.6,Male,58,Group_D,73.58,3,1,0.992
1690,Bachelors,1,67.41,1,6.2,Male,42,Group_A,72.14,1,1,0.953
1691,High School,3,75.87,1,7.5,Male,49,Group_C,80.38,3,1,0.955
1692,Bachelors,8,65.25,5,6.8,Female,39,Group_A,64.2,1,1,0.99
1693,Bachelors,14,78.71,0,9.0,Male,53,Group_B,88.14,5,1,0.906
1694,Masters,12,56.54,2,6.3,Female,54,Group_B,55.74,3,1,0.992
1695,Bachelors,19,71.26,2,6.9,Male,47,Group_D,76.6,3,1,0.947
1696,Bachelors,7,89.39,4,8.7,Male,38,Group_A,100.0,4,1,0.894
1697,High School,18,60.0,4,6.6,Female,50,Group_A,67.11,5,1,0.929
1698,PhD,18,63.22,1,7.8,Female,41,Group_B,56.18,3,1,0.93
1699,PhD,15,75.14,4,7.7,Female,51,Group_D,77.36,4,1,0.978
1700,Masters,10,71.8,0,6.6,Male,26,Group_B,78.66,3,1,0.931
1701,High School,9,73.51,2,6.2,Female,27,Group_A,80.82,2,1,0.927
1702,Bachelors,7,74.89,2,5.8,Male,31,Group_D,70.93,2,1,0.96
1703,Bachelors,0,76.35,3,8.4,Male,27,Group_D,75.01,2,1,0.987
1704,PhD,9,81.1,1,8.8,Male,31,Group_C,88.28,3,1,0.928
1705,PhD,17,74.1,2,8.1,Female,42,Group_C,70.29,4,1,0.962
1706,Masters,2,67.59,4,6.6,Female,25,Group_C,66.09,2,1,0.985
1707,High School,10,76.73,1,9.4,Male,34,Group_A,90.57,4,1,0.862
1708,PhD,17,89.0,3,8.3,Female,31,Group_A,90.28,5,1,0.987
1709,Bachelors,2,68.67,3,8.0,Male,37,Group_B,67.79,1,1,0.991
1710,Masters,7,60.25,2,6.0,Male,40,Group_D,58.38,2,1,0.981
1711,Bachelors,13,81.07,1,7.4,Female,27,Group_D,82.73,5,1,0.983
1712,Bachelors,5,68.8,6,7.6,Female,47,Group_A,63.99,3,1,0.952
1713,Bachelors,14,48.27,0,5.3,Female,30,Group_A,48.24,3,1,1.0
1714,High School,13,78.47,1,8.3,Female,31,Group_D,80.14,4,1,0.983
1715,Bachelors,6,64.65,0,6.6,Male,24,Group_B,73.02,2,1,0.916
1716,Masters,9,69.09,0,6.9,Female,40,Group_A,75.24,3,1,0.939
1717,High School,14,73.32,2,10.0,Female,56,Group_B,69.75,3,1,0.964
1718,High School,9,71.9,0,8.6,Male,27,Group_A,81.55,4,1,0.904
1719,High School,16,77.09,2,8.6,Female,50,Group_D,75.6,4,1,0.985
1720,Bachelors,18,65.65,1,6.7,Female,40,Group_C,59.47,4,1,0.938
1721,PhD,16,75.13,1,8.7,Male,36,Group_D,77.63,4,1,0.975
1722,High School,11,67.4,2,7.4,Other,59,Group_A,75.64,3,1,0.918
1723,High School,14,77.39,1,7.8,Male,42,Group_C,80.84,4,1,0.966
1724,PhD,11,76.15,3,7.3,Female,44,Group_B,76.22,3,1,0.999
1725,Masters,8,60.65,0,6.0,Male,41,Group_A,72.65,3,1,0.88
1726,High School,4,80.86,4,4.3,Female,23,Group_B,73.7,3,1,0.928
1727,Masters,3,64.64,1,6.7,Female,53,Group_D,58.21,2,1,0.936
1728,Masters,11,78.08,2,7.2,Male,49,Group_C,73.49,3,1,0.954
1729,Masters,15,73.67,2,9.3,Male,25,Group_B,78.04,4,1,0.956
1730,Bachelors,8,88.38,2,8.9,Female,28,Group_D,89.21,4,1,0.992
1731,PhD,2,67.77,1,5.3,Female,24,Group_A,77.69,3,1,0.901
1732,High School,20,66.51,3,6.6,Female,46,Group_C,67.72,3,1,0.988
1733,Bachelors,2,69.81,2,5.7,Male,30,Group_C,69.93,2,1,0.999
1734,Bachelors,17,66.97,2,7.3,Male,44,Group_C,69.49,3,1,0.975
1735,Bachelors,16,78.0,2,8.1,Female,44,Group_C,78.59,3,1,0.994
1736,PhD,9,53.84,1,6.5,Female,47,Group_A,46.93,3,1,0.931
1737,Bachelors,1,59.46,0,5.0,Male,39,Group_D,75.04,2,1,0.844
1738,High School,10,59.32,1,6.0,Female,45,Group_A,64.06,4,1,0.953
1739,Bachelors,2,79.5,3,6.3,Male,48,Group_B,82.11,2,1,0.974
1740,Bachelors,1,87.11,2,9.6,Male,23,Group_A,96.25,2,1,0.909
1741,PhD,8,68.96,2,7.5,Female,22,Group_A,74.75,2,1,0.942
1742,Bachelors,18,68.31,2,7.4,Male,37,Group_B,69.97,3,1,0.983
1743,Bachelors,1,70.7,3,7.1,Male,45,Group_C,70.55,3,1,0.998
1744,Masters,18,81.62,2,8.7,Female,57,Group_B,84.62,5,1,0.97
1745,Masters,1,60.73,2,8.0,Male,32,Group_A,68.01,4,1,0.927
1746,Bachelors,14,72.38,0,6.9,Female,47,Group_B,68.33,3,1,0.96
1747,Bachelors,20,79.75,2,8.1,Female,27,Group_C,86.85,4,1,0.929
1748,Masters,2,75.01,2,6.2,Female,47,Group_A,77.77,2,1,0.972
1749,Masters,4,71.9,2,6.1,Male,50,Group_C,78.31,3,1,0.936
1750,Masters,10,80.01,2,8.1,Male,22,Group_A,91.19,5,1,0.888
1751,PhD,6,42.97,1,5.6,Female,30,Group_B,43.08,3,1,0.999
1752,Masters,5,76.78,2,7.4,Male,48,Group_B,81.75,2,1,0.95
1753,Masters,13,63.46,2,6.1,Female,28,Group_C,67.51,4,1,0.959
1754,PhD,0,51.69,1,4.7,Female,24,Group_A,50.04,1,1,0.984
1755,High School,16,75.11,2,6.9,Male,30,Group_B,77.91,2,1,0.972
1756,Bachelors,16,83.74,4,8.7,Female,23,Group_B,84.36,4,1,0.994
1757,Bachelors,13,68.63,3,5.1,Female,31,Group_B,63.85,4,1,0.952
1758,Bachelors,9,79.53,1,9.5,Male,38,Group_B,93.26,4,1,0.863
1759,Masters,7,86.12,1,7.8,Male,52,Group_A,84.36,5,1,0.982
1760,Masters,7,83.15,3,9.2,Female,22,Group_C,76.66,3,1,0.935
1761,Masters,13,86.4,0,7.1,Male,39,Group_C,94.61,4,1,0.918
1762,PhD,6,77.42,2,8.5,Male,27,Group_A,84.96,4,1,0.925
1763,Bachelors,5,70.75,2,7.9,Male,59,Group_A,69.82,2,1,0.991
1764,Masters,3,53.98,3,5.9,Male,25,Group_C,60.08,2,1,0.939
1765,Bachelors,0,67.54,1,5.6,Female,25,Group_C,74.88,2,1,0.927
1766,Bachelors,14,61.57,2,6.5,Male,56,Group_C,64.73,2,1,0.968
1767,High School,14,91.71,1,7.8,Female,25,Group_C,100.0,4,1,0.917
1768,Masters,0,68.24,3,6.5,Female,22,Group_B,59.62,4,1,0.914
1769,Bachelors,19,71.23,1,8.4,Other,52,Group_B,74.7,5,1,0.965
1770,Masters,2,75.51,0,8.5,Male,40,Group_A,85.44,2,1,0.901
1771,Bachelors,4,70.44,1,7.1,Male,42,Group_A,79.35,4,1,0.911
1772,Bachelors,4,86.95,2,7.5,Female,51,Group_D,85.93,4,1,0.99
1773,Bachelors,3,63.77,1,7.2,Male,28,Group_D,64.53,3,1,0.992
1774,Bachelors,16,71.95,3,7.2,Female,26,Group_C,74.17,4,1,0.978
1775,PhD,20,62.58,1,3.5,Male,23,Group_A,70.89,4,1,0.917
1776,High School,19,56.8,4,6.6,Female,24,Group_B,59.81,4,1,0.97
1777,PhD,13,63.88,2,6.4,Female,36,Group_C,69.08,3,1,0.948
1778,PhD,7,69.63,2,8.4,Male,58,Group_B,66.36,3,1,0.967
1779,PhD,1,65.71,0,5.3,Male,31,Group_C,67.16,3,1,0.985
1780,Bachelors,7,63.08,2,2.5,Male,30,Group_A,63.76,3,1,0.993
1781,PhD,0,55.94,6,5.9,Male,44,Group_A,58.31,2,1,0.976
1782,Bachelors,3,69.17,1,7.3,Male,35,Group_C,76.96,1,1,0.922
1783,High School,18,54.95,0,3.5,Female,54,Group_D,55.49,3,0,0.995
1784,Bachelors,4,77.6,1,6.6,Male,37,Group_D,92.32,2,1,0.853
1785,PhD,4,70.82,0,10.0,Male,41,Group_C,74.67,2,1,0.961
1786,High School,20,55.42,0,5.2,Male,29,Group_A,59.1,4,1,0.963
1787,Bachelors,19,66.91,3,7.6,Female,59,Group_B,67.44,3,1,0.995
1788,High School,18,62.48,2,5.5,Male,55,Group_A,62.99,2,1,0.995
1789,Bachelors,11,73.19,0,4.8,Female,52,Group_B,72.9,4,1,0.997
1790,High School,19,83.4,4,8.1,Female,29,Group_B,89.04,4,1,0.944
1791,Masters,0,51.25,2,4.8,Male,46,Group_B,54.15,2,1,0.971
1792,Bachelors,6,71.15,4,6.6,Male,34,Group_D,68.91,3,1,0.978
1793,PhD,16,68.4,0,6.7,Female,39,Group_B,63.77,3,1,0.954
1794,Masters,1,76.71,0,8.0,Male,55,Group_A,78.22,3,1,0.985
1795,PhD,10,72.13,1,7.0,Male,57,Group_A,76.1,4,1,0.96
1796,Bachelors,6,62.48,4,4.7,Female,38,Group_A,70.2,2,1,0.923
1797,Bachelors,16,66.81,3,7.3,Male,33,Group_B,62.5,5,1,0.957
1798,Bachelors,2,62.04,0,3.9,Male,37,Group_C,62.42,2,1,0.996
1799,Bachelors,5,80.76,5,5.6,Other,34,Group_B,81.48,2,1,0.993
1800,Masters,10,70.21,1,7.9,Male,32,Group_D,62.68,4,1,0.925
1801,Bachelors,17,89.01,0,9.5,Female,35,Group_A,86.79,4,1,0.978
1802,Masters,17,69.39,4,6.9,Male,49,Group_B,68.0,5,1,0.986
1803,Masters,9,62.92,2,4.6,Female,45,Group_C,58.94,3,1,0.96
1804,High School,4,54.86,1,4.6,Male,38,Group_A,60.22,2,1,0.946
1805,Masters,20,51.97,4,4.9,Male,30,Group_B,54.15,5,1,0.978
1806,High School,14,54.16,0,3.5,Female,51,Group_B,51.38,3,0,0.972
1807,Bachelors,20,72.67,3,6.4,Female,58,Group_A,77.52,2,1,0.952
1808,Masters,19,75.09,0,8.3,Male,24,Group_D,86.02,5,1,0.891
1809,PhD,3,54.19,1,7.1,Female,29,Group_A,63.63,2,1,0.906
1810,High School,20,78.95,2,7.4,Male,39,Group_A,74.65,5,1,0.957
1811,High School,20,65.17,0,7.4,Female,51,Group_A,70.36,3,1,0.948
1812,High School,0,71.47,2,4.8,Female,24,Group_B,70.58,2,1,0.991
1813,Bachelors,14,86.12,2,9.4,Male,55,Group_A,91.29,4,1,0.948
1814,Masters,16,78.97,1,6.9,Male,49,Group_B,80.27,5,1,0.987
1815,Masters,18,67.31,4,7.1,Male,58,Group_A,72.6,4,1,0.947
1816,Masters,13,61.09,3,5.8,Female,46,Group_A,63.2,3,1,0.979
1817,Masters,18,48.48,1,6.4,Male,51,Group_A,49.66,3,1,0.988
1818,Bachelors,17,62.81,1,5.2,Female,28,Group_A,60.08,3,1,0.973
1819,High School,1,67.89,1,7.5,Male,50,Group_C,68.41,3,1,0.995
1820,High School,5,60.13,0,5.7,Female,23,Group_B,61.3,3,1,0.988
1821,Masters,12,68.69,0,6.7,Female,47,Group_A,73.98,5,1,0.947
1822,Masters,16,70.77,2,6.9,Female,28,Group_A,77.93,4,1,0.928
1823,Masters,5,67.75,1,5.8,Female,39,Group_D,65.28,3,1,0.975
1824,Bachelors,20,63.5,1,6.3,Male,27,Group_C,67.46,4,1,0.96
1825,Bachelors,4,71.69,1,7.1,Male,48,Group_C,78.9,2,1,0.928
1826,PhD,6,74.42,2,7.7,Other,45,Group_A,82.44,4,1,0.92
1827,High School,0,59.1,1,6.0,Male,54,Group_A,64.96,2,1,0.941
1828,Masters,12,84.11,0,9.4,Female,52,Group_C,83.0,4,1,0.989
1829,Bachelors,18,69.01,3,8.0,Female,55,Group_A,72.78,4,1,0.962
1830,High School,0,70.19,1,5.8,Female,43,Group_B,64.44,2,1,0.942
1831,Masters,12,77.08,2,8.8,Male,45,Group_A,81.43,3,1,0.956
1832,Bachelors,10,72.33,2,5.8,Male,57,Group_A,80.73,3,1,0.916
1833,Masters,6,79.53,1,8.7,Female,49,Group_A,84.24,3,1,0.953
1834,Masters,19,72.87,2,8.0,Male,41,Group_B,73.9,4,1,0.99
1835,Bachelors,2,63.88,0,4.1,Female,39,Group_C,64.96,3,1,0.989
1836,Masters,0,73.62,2,7.5,Male,53,Group_A,74.7,2,1,0.989
1837,Bachelors,7,58.56,3,5.3,Male,54,Group_A,65.85,2,1,0.927
1838,Bachelors,16,71.09,1,6.2,Male,31,Group_C,74.19,3,1,0.969
1839,Masters,12,69.67,3,8.6,Female,30,Group_B,68.29,3,1,0.986
1840,Bachelors,13,67.92,3,6.0,Male,46,Group_C,68.98,3,1,0.989
1841,High School,4,68.71,2,5.9,Female,34,Group_C,68.4,2,1,0.997
1842,PhD,5,51.18,2,5.2,Female,26,Group_A,51.21,1,1,1.0
1843,Bachelors,5,64.51,2,7.3,Female,52,Group_B,67.8,3,1,0.967
1844,Masters,20,70.93,2,6.9,Female,52,Group_C,68.95,5,1,0.98
1845,Masters,7,71.6,3,8.6,Male,55,Group_B,81.2,3,1,0.904
1846,Bachelors,12,59.72,2,6.6,Female,47,Group_A,69.84,4,1,0.899
1847,Bachelors,17,82.66,1,5.7,Male,28,Group_A,83.03,4,1,0.996
1848,Bachelors,3,61.34,1,5.5,Female,41,Group_D,61.69,2,1,0.996
